,P0,AB,P1,ABa,ABp,EMS,P2,ABal,ABar,ABpl,ABpr,MS,E,C,P3,ABalx,ABarx,ABplx,ABprx,MSx,Ex,Cx,D,P4,1-cell,2-cell,4-cell,8-cell,16-cell
npp-13,63.832,89.668,59.808,96.77,111.282,130.046,59.436,152.5,156.166,115.552,126.986,163.905,106.788,32.192,27.296,181.316,121.455,138.2309091,116.51,157.2725,67.503,198.3463636,2.503333333,29.97666667,63.832,74.738,99.3835,108.7953846,123.6474444
npp-14,45.482,53.83,36.772,69.406,64.236,78.184,33.792,47.164,84.888,74.956,85.358,20.22,51.358,55.326,28.09,24.259,28.0675,6.381818182,12.95666667,23.13083333,1.421,19.81,8.915,10.89833333,45.482,45.301,61.4045,56.83538462,15.92944444
npp-15,75.234,71.974,69.672,103.016,76.53,152.07,70.078,141.426,89.392,81.59,98.374,80.0625,44.822,88.838,18.174,41.798,59.65916667,56.51727273,78.14,37.28916667,44.466,64.71363636,2.51,71.185,75.234,70.823,100.4235,80.34179487,52.66011111
npp-16,20.954,61.622,76.43,51.214,69.926,83.384,79.984,117.38,56.948,107.028,38.178,12.4675,35.29,116.154,42.564,18.093,83.60083333,15.43272727,15.05083333,60.03833333,2.732,18.15545455,13.755,170.935,20.954,69.026,71.127,67.1174359,39.89044444
npp-17,171.574,190.798,150.862,281.518,230.252,201.188,190.706,400.146,236.21,275.94,230.71,260.085,189.132,203.25,102.74,215.929,331.3208333,290.57,182.2458333,54.42333333,19.584,129.7772727,89.11833333,281.0233333,171.574,170.83,225.916,236.6917949,177.952
npp-18,217.212,201.222,180.588,319.004,251.824,230.496,186.662,304.536,325.93,240.116,398.69,499.7925,291.642,279.016,284.666,189.994,193.6858333,200.8663636,202.9925,174.0725,138.504,274.3427273,188.13,251.2616667,217.212,190.905,246.9965,323.6448718,199.9737778
npp-19,153.33,179.884,136.478,188.204,217.54,187.42,122.078,271.242,181.956,212.114,151.242,474.615,201.778,181.136,263.142,261.196,204.8375,196.0363636,117.36,25.57333333,54.507,186.8163636,99.55333333,257.9983333,153.33,158.181,178.8105,236.1925641,152.0774444
npp-2,159.368,197.29,117.464,179.88,184.538,184.988,149.316,292.544,260.98,226.41,267.238,108.7225,221.748,217.184,79.754,350.067,294.9933333,274.3363636,264.5766667,324.4558333,98.036,130.56,122.0883333,147.5733333,159.368,157.377,174.6805,211.9020513,235.1241111
npp-20,131.894,103.496,69.694,190.312,151.164,114.712,84.038,128.316,191.516,182.764,278.416,171.05,206.758,80.75,58.886,214.744,61.70916667,103.0318182,143.6658333,160.6841667,122.679,118.5890909,31.20666667,130.035,131.894,86.595,135.0565,162.0828205,124.1357778
npp-21,55.518,92.256,81.724,100.672,86.106,98.842,42.224,144.004,96.55,140.25,118.438,103.615,86.54,47.67,33.396,96.908,105.355,141.3190909,132.2275,140.7066667,175.135,69.06,24.98833333,100.0833333,55.518,86.99,81.961,96.12051282,114.7166667
npp-22,282.384,297.848,288.662,309.462,274.62,371.538,269.792,262.936,262.394,382.886,262.584,140.4025,201.066,401.686,263.162,46.713,66.9825,94.53090909,98.35583333,84.34,26.224,86.00272727,369.3483333,489.315,282.384,293.255,306.353,275.5174359,120.704
npp-3,28.412,42.328,30.388,47.608,50.228,55.47,32.708,60.116,55.808,45.254,115.766,42.8225,29.984,50.218,28.726,59.85,54.325,45.87454545,73.7775,35.85083333,42.74,34.32727273,18.53833333,22.75666667,28.412,36.358,46.5035,53.86282051,45.81477778
npp-4,63.544,76.714,51.842,92.298,69.246,65.498,59.772,85.232,88.044,123.4,30.758,125.94,56.582,33.738,43.428,146.604,202.1325,180.0109091,134.1925,80.00333333,109.192,280.6981818,0.391666667,82.31666667,63.544,64.278,71.7035,72.04282051,145.755
npp-5,51.672,103.018,66.638,118.218,85.796,83.724,91.986,163.66,134.38,139.424,105.884,36.0175,107.664,108.108,39.34,116.902,150.4258333,122.6809091,76.95416667,71.08416667,87.833,122.98,43.84833333,85.08833333,51.672,84.828,94.931,106.0607692,101.1645556
npp-6,44.212,54.658,42.734,85.416,55.804,75.296,28.318,74.594,32.744,54.106,56.9,29.75,45.422,29.614,16.292,33.618,25.45666667,46.42090909,75.07,18.02333333,15.36,19.35545455,5.505,5.323333333,44.212,48.696,61.2085,42.75282051,30.00988889
npp-7,63.802,45.226,59.202,58.588,67.754,60.106,37.394,39.118,40.414,89.088,37.66,69.855,43.61,65.002,23.766,23.576,19.0675,16.22,32.2525,44.29166667,83.018,30.23363636,55.58666667,28.625,63.802,52.214,55.9605,50.58230769,35.88377778
npp-8,175.684,168.218,157.184,268.936,244.992,245.584,161.298,256.934,214.618,207.538,311.34,109.4975,383.994,293.242,198.898,312.586,395.2275,276.8945455,374.565,196.38,178.628,489.8454545,48.98833333,210.28,175.684,162.701,230.2025,250.5335897,294.3995556
npp-9,133.208,228.514,210.668,156.156,167.644,213.822,251.48,70.556,71.364,65.352,26.432,86.55,209.618,163.464,312.188,2.518,1.418333333,3.115454545,1.906666667,19.8075,0.601,50.82090909,128.2683333,378.125,133.208,219.591,197.2755,126.6941026,43.78266667
npr-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
npr-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
npr-11,0,0,0.418,3.184,0,0,0,3.29,0,0,0,0,0,0,0,3.885,0,0,0,0,3.439,0,0,0,0,0.209,0.796,0.421794872,0.813777778
npr-12,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278181818,0,0,36.017,0,0,0,0.52,0,0,0,4.035888889
npr-13,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,0,0,0,12.5525,0,0,0,0,0,0,0,0,0.009230769,1.673666667
npr-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
npr-15,0.044,0.978,0,0,0,0,16.226,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0.489,4.0565,0.009487179,0
npr-16,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,0,0,0
npr-17,2.784,6.842,2.534,2.09,0.186,0,0,0,5.444,0.248,0,0,0,0,0,0.052,0,0.23,0,0,11.81,0,0,0,2.784,4.688,0.569,0.72974359,1.346111111
npr-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029090909,0,0,0,0,0,0,0,0,0,0,0.003555556
npr-19,0,5.092,0,0,0,0.348,0,0,0,0.282,0,0,0,0,0,0,0,0,0,0,0.322,0.073636364,0,0,0,2.546,0.087,0.036153846,0.044777778
npr-2,0,0,0,0,0,0,0,0,4.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545897436,0
npr-20,0.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0,0,0,0
npr-3,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.201818182,0,0,1.05,0,0,0,0.513555556
npr-9,0,0,0,0,0,0,0,0,0,0.176,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031282051,0
nra-1,95.69,132.908,117.668,200.046,166.438,166.854,158.948,241.34,99.46,158.972,117.408,218.05,118.702,136.288,95.626,136.056,207.705,128.4045455,87.66083333,113.6325,9.318,179.3718182,49.995,59.91666667,95.69,125.288,173.0715,146.4405128,115.6303333
nra-2,245.388,233.22,268.524,96.668,136.914,187.458,271.59,7.92,14.146,15.416,1.044,23.6875,49.866,364.258,190.374,30.65,54.7075,40.74,23.98416667,34.48416667,49.301,51.59454545,183.1983333,202.8533333,245.388,250.872,173.1575,84.86846154,60.99566667
nra-3,30.798,29.89,36.302,42.998,33.364,12.068,22.86,56.472,61.526,22.84,47.88,12.25,1.54,7.214,0.788,7.326,8.554166667,9.804545455,0,0,1.396,0,0,35.68833333,30.798,33.096,27.8225,26.67435897,5.687222222
nra-4,41.196,62.082,26.248,38.87,92.538,48.196,29.316,96.686,76.204,93.846,67.094,9.66,57.912,52.646,16.406,102.015,60.48833333,35.23727273,73.03,55.04083333,36.422,68.08090909,11.135,23.72833333,41.196,44.165,52.23,60.06692308,55.47511111
nrd-1,59.852,56.52,70.022,51.262,53.02,61.726,66.25,80.172,67.144,39.802,130.944,66.7025,36.434,55.562,54.258,91.261,139.5758333,100.4209091,80.80166667,47.71166667,44.642,65.58909091,13.27166667,71.00166667,59.852,63.271,58.0645,66.36897436,76.75388889
nrde-3,32.382,50.616,35.604,66.646,76.326,73.962,58.246,132.95,52.658,50.416,70.078,98.73,29.422,59.982,35.408,148.639,195.2425,156.4972727,151.095,127.0141667,159.263,54.66727273,12.14333333,9.523333333,32.382,43.11,68.795,65.37153846,124.5783333
nrf-5,0,0,0,0,0,0,0,7.064,0,4.066,0,0,0,0,0,3.318,12.76416667,0.035454545,2.869166667,16.28583333,5.123,0.093636364,0,0,0,0,0,1.426923077,5.209555556
nrf-6,4.848,0.692,7.812,0.976,8.732,0.024,5.196,3.734,17.608,0.664,0.548,12.845,42.106,6.702,0.526,1.672,0.055,0.121818182,0,25.48833333,0,0.055454545,0,0.06,4.848,4.252,3.732,10.53384615,3.617222222
nrx-1,110.486,7.806,4.118,0,14.772,70.622,53.642,72.096,86.524,0.262,116.266,0,0,0,221.198,0,0,0,0.145833333,0,0,0,0,0,110.486,5.962,34.759,63.63410256,0.019444444
nsf-1,95.504,105.078,103.586,49.644,40.104,114.796,111.112,64.074,33.77,7.336,13.05,51.115,78.914,99.106,66.45,29.859,24.42583333,3.52,17.25666667,34.38333333,9.409,104.6472727,10.945,61.94666667,95.504,104.332,78.914,51.7425641,32.58511111
nspa-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspa-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspa-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.128,0,0,0,0,0,0,0,14.49,0,0,0,0,1.758
nspa-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspa-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspa-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspa-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspa-5,2.708,1.852,1.412,0.976,0.56,0,0,2.348,2.626,3.946,6.04,0,18.97,0,11.616,2.822,8.7425,7.112727273,0,17.735,29.436,1.39,0,0,2.708,1.632,0.384,5.839230769,8.153777778
nspa-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspa-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspa-8,0,3.122,0,0.728,0.436,11.166,2.906,0,0,0,0.392,64.56,32.358,0.816,3.008,0.197,1.321666667,3.620909091,3.5825,5.630833333,120.306,0,0,0,0,1.561,3.809,11.31051282,15.23644444
nspa-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspb-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspb-10,0,0,0,0.336,0,5.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4285,0,0
nspb-11,0,0,0,0,0,0.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845,0,0
nspb-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspb-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspb-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspb-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspb-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspb-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspb-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspb-8,0,0.478,0,0,0,0,0,0,0,0,0,0,20.712,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0,2.655384615,0
nspb-9,0,0,0,0,0,0,0,0.306,0,1.03,0,0,25.296,0,0,0,0,0,0,0,0,0.329090909,0,0,0,0,0,3.414358974,0.040222222
nspc-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspc-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspc-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspc-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspc-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspc-14,0,0,0,0,0,0,0,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024102564,0
nspc-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspc-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspc-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.815,0,0,0,0,0,0,0,0,0,0,0,0.375333333
nspc-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspc-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspc-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspc-20,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051282051,0
nspc-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspc-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspc-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspc-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspc-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspc-8,0,0,0,0,0,0,0,0.552,0,0,0,0,0,0,0,0,0,0,0,0.740833333,0,0,0,0,0,0,0,0.070769231,0.098777778
nspc-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspd-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspd-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.576666667,0,0,0,0,0,0,0,0,0,0,0,0.210222222
nspd-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspd-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspd-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspd-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nspd-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
