,P0,AB,P1,ABa,ABp,EMS,P2,ABal,ABar,ABpl,ABpr,MS,E,C,P3,ABalx,ABarx,ABplx,ABprx,MSx,Ex,Cx,D,P4,1-cell,2-cell,4-cell,8-cell,16-cell
F33E11.2,106.804,94.412,110.078,49.138,59.792,58.712,24.576,0.558,4.868,19.462,12.068,0.5025,0,3.832,0.114,11.182,0.046666667,0.437272727,4.790833333,0,0,0.649090909,0,0,106.804,102.245,48.0545,5.295384615,2.020222222
F33E11.3,33.562,52.808,23.79,34.074,41.348,73.462,39.962,75.81,70.958,77.178,53.184,38.8925,23.63,14.108,29.066,18.214,49.12,38.22363636,50.91333333,14.39583333,10.135,10.43545455,55.94,10.27666667,33.562,38.299,47.2115,48.08307692,28.76877778
F33E11.6,40.406,29.954,39.008,12.45,9.972,4.012,13.556,27.664,13.624,13.056,2.196,0.61,0.18,2.958,0.542,29.121,8.6125,29.85454545,50.61333333,14.59666667,55.254,15.64909091,19.75,0.08,40.406,34.481,9.9975,7.783076923,26.10155556
F33E2.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F33E2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F33E2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F33E2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0.078333333,0,0,0,0,0,0,0,0,0.018777778
F33E2.5,33.05,13.318,38.756,11.39,24.222,25.626,34.082,0,22.592,31.796,86.504,82.7,7.896,0,5.152,9.096,6.46,20.03,40.4825,76.02583333,26.661,15.61818182,2.901666667,31.91833333,33.05,26.037,23.83,28.21794872,27.04711111
F33E2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F33E2.7,0,0,0,0,0,0,0,0,3.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416923077,0
F33E2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F33G12.2,128.466,126.708,122.726,187.932,178.782,90.302,102.332,120.274,91.222,170.39,122.59,3.705,80.892,45.35,42.752,0.161,29.88416667,0,21.07916667,0.046666667,0.587,5.198181818,42.29833333,231.1816667,128.466,124.717,139.837,86.72230769,25.75177778
F33G12.3,88.432,107.784,91.37,73.428,151.954,79.894,137.774,54.492,52.99,91.528,33.012,0.105,1.294,51.352,96.158,0.042,0.049166667,0.101818182,1.128333333,0,18.626,0.086363636,1.698333333,92.40833333,88.432,99.577,110.7625,48.83461538,8.528
F33G12.5,67.378,99.292,66.318,91.06,122.868,101.898,67.596,44.858,76.33,156.162,78.992,51.07,64.13,112.458,86.41,29.215,27.62333333,11.85727273,10.36083333,5.885,0.052,74.44,50.95166667,181.33,67.378,82.805,95.8555,84.64051282,35.134
F33G12.6,9.828,20.582,6.036,19.07,27.518,18.36,20.36,9.056,18.518,10.31,7.56,0.0875,2.414,1.71,48.146,14.582,0.015,10.93090909,0,6.135833333,0.046,12.04909091,3.805,18.11833333,9.828,13.309,21.327,12.53641026,6.715666667
F33G12.7,47.536,10.072,11.542,4.548,9.184,2.22,34.438,0,4.72,0.584,0,0,0.266,31.952,10.488,1.878,0,0,0.16,4.518333333,0,174.0409091,0,7.018333333,47.536,10.807,12.5975,6.155128205,22.572
F33G12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F33G12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F33G12.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F33H1.3,97.018,131.882,122.436,134.546,143.186,178.922,112.154,105.168,115.592,100.836,169.164,223.18,184.254,68.654,82.27,10.198,171.6633333,64.77363636,37.42916667,23.24666667,20.161,85.48727273,156.6933333,272.045,97.018,127.159,142.202,128.7797436,81.29955556
F33H1.4,30.63,37.678,40.386,41.348,27.696,39.624,31.76,25.874,34.68,39.628,29.314,7.135,15.312,50.476,28.8,46.524,43.47583333,33.45090909,85.89916667,22.4025,8.74,32.61818182,0.946666667,25.76,30.63,39.032,35.107,29.46051282,36.233
F33H1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F33H1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F33H12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F33H12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F33H12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F33H2.2,96.85,168.86,160.846,85.368,31.402,115.642,126.228,0.272,0.044,42.678,0.566,0.3025,37.854,130.072,88.684,0.033,0.031666667,10.72363636,19.81083333,9.453333333,2.823,5.433636364,65.37333333,114.835,96.85,164.853,89.66,38.51435897,18.21211111
F33H2.3,105.12,75.278,102.062,71.254,101.462,73.016,91.802,282.126,110.466,234.51,407.026,214.7,393.626,130.742,127.416,387.302,564.1225,461.3745455,529.385,415.3491667,501.168,457.3254545,157.795,174.2283333,105.12,88.67,84.3835,238.1630769,434.3202222
F33H2.5,19.974,34.626,34.36,42.924,40.152,29.758,40.916,48.154,38.492,27.256,38.692,13.5275,40.69,40.682,8.032,37.118,28.19,38.59909091,27.00166667,23.61083333,17.277,7.636363636,3.108333333,6.1,19.974,34.493,38.4375,32.41282051,22.81577778
F33H2.6,77.476,49.516,72.1,46.23,17.976,26.104,47.572,29.974,32.956,16.4,90.23,228.885,120.992,15.568,185.38,44.923,23.23916667,13.28272727,1.191666667,36.89916667,19.921,4.775454545,106.285,117.59,77.476,60.808,34.4705,86.48820513,32.51433333
F33H2.8,0,9.712,0,0,0,0,0,0,0,3.23,0,0,3.174,0,0,0,0,25.89454545,0,1.404166667,0,0,0,0.215,0,4.856,0,0.821025641,3.366444444
F34D10.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F34D10.2,95.024,94.71,49.538,129.648,112.77,85.746,137.812,152.806,136.266,151.418,121.328,31.8025,63.486,66.64,18.49,72.116,130.355,57.91181818,54.61333333,45.81083333,1.807,31.27363636,315.5666667,2.72,95.024,72.124,116.494,94.34307692,71.10377778
F34D10.3,16.606,19.084,5.824,8.542,28.258,16.346,0.504,2.306,127.848,42.202,0,2.79,0,19.388,0.262,2.664,2.698333333,33.69545455,4.83,40.0975,15.122,6.932727273,0.29,0,16.606,12.454,13.4125,24.90230769,13.31133333
F34D10.4,43.968,44.704,43.53,51.92,49.978,43.802,42.956,9.086,27.234,72.866,15.538,7.9175,3.954,23.434,33.132,9.54,21.49916667,1.636363636,8.190833333,0.403333333,0.191,9.219090909,8.513333333,23.70166667,43.968,44.117,47.164,24.56128205,8.568111111
F34D10.6,0.136,0,0,0,0,2.512,0,0,0,0,0,4.745,0,14.604,0,0,0.085833333,0.22,0,12.19,0,0,0,0,0.136,0,0.628,2.358974359,1.663666667
F34D10.8,0.406,0.58,0.322,0.666,0.382,0.894,0,0,2.156,2.076,0.512,0,2.342,0,0,0,0,0.353636364,0,2.965833333,0,0,0,0,0.406,0.451,0.4855,0.908461538,0.438666667
F34D10.9,2.64,2.298,2.202,0,0,2.242,0,27.718,0,0.13,5.244,0,4.32,5.82,0,0,0,12.80909091,1.234166667,0,0,0,0,0,2.64,2.25,0.5605,5.542564103,1.730111111
F34D6.1,0,0,0,0,0,14.804,0,6.79,0.112,63.412,4.954,45.0075,5.632,0.086,0,189.601,166.6658333,270.3245455,185.575,169.8158333,191.089,2.184545455,4.176666667,0.55,0,0,3.701,14.99897436,145.5282222
F34D6.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F34D6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F34D6.7,0,0,0,0,1.808,0,0,0,0,0,0,2.44,0,0,0,1.89,0,0,0,0,0.669,0,0,0,0,0,0.452,0.25025641,0.284333333
F34D6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84,0,0,0,0,0,0.522666667
F34D6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F34H10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F34H10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F34H10.3,53.446,6.024,1.002,50.732,59.468,38.818,98.574,51.3,36.404,30.268,33.982,49.6875,47.342,86.808,89.502,165.595,41.735,48.58272727,187.14,310.0925,73.976,204.3154545,0.978333333,4.096666667,53.446,3.513,61.898,53.25076923,129.7294444
F34H10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F34H10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.217,0,0,0,0,0,0.114545455,0,0,0,0,0,0,1.815888889
F34H10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F34H10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F34H10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F34H10.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35A5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.001333333
F35A5.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.110833333,0,0,0,0,0,0,0,0,0,0.414777778
F35A5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35A5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35A5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35A5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35A5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35A5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35A5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35A5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35A5.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35B12.10,0.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0,0,0,0
F35B12.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35B12.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35B12.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35B12.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35B12.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35B12.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35B12.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35B12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.221,0,0,0,0,0,0,0,0,0,0,0,0,0.913444444
F35B12.4,5.248,1.304,0,21.056,0,0,0,74.82,0,0.27,0,0,0.376,8.904,0,0,0,0,0,0,0,0,0,0,5.248,0.652,5.264,10.81666667,0
F35B12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35B3.1,0,0,0,0,0,0,0,0,2.706,0,0,0,0,0,0,2.83,0,6.096363636,0.940833333,0,0,0,0,0,0,0,0,0.346923077,1.185
F35B3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35B3.4,0,0,0,0,0,0,0,0,0,0,0,0.3025,9.674,0,0,54.362,42.35333333,0.068181818,0,24.35916667,0,0.061818182,0,0,0,0,0,1.271282051,14.95111111
F35B3.7,0,0,0,0,0,0,0,0,0,0,0,0.0675,0.732,0,0,0.163,0,6.858181818,0,0,5.862,0,0,0,0,0,0,0.100769231,1.507666667
F35B3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35B3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35C11.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35C11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35C11.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35C11.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35C11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,7.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946410256,0
F35C11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35C11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35C11.5,276.066,187.694,216.982,57.94,64.126,82.446,273.482,0.39,42.694,0.164,1.368,0.2425,0.112,47.614,141.974,0.037,0,0,0.650833333,0,0,7.468181818,102.4583333,100.6,276.066,202.338,119.4985,30.06538462,14.54088889
F35C11.6,0,0,0,0,0,0,0,0,0,0,0,0.2175,0,0,0,72.74,0,21.22,0,1.049166667,59.49,0,0,0,0,0,0,0.022307692,17.42566667
F35C11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35C11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35C12.3,0,0,0,0,0,0,0,0,0,0,0,28.5275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.925897436,0
F35C12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35C12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35C12.6,0,1.732,0,0,1.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866,0.4165,0,0
F35C5.1,1.23,4.362,0,0,0.658,5.042,1.316,0,0,0,0,0,0,0,0,0,0,0,4.455833333,0,0,0,0,0,1.23,2.181,1.754,0,0.594111111
F35C5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839,0,0,0.2425,0,0,0,0,0,0,0,0,0,0.125555556
F35C5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0,0,2.6375,0,0,0,3.756666667,0,0,0,0,0,0.623333333
F35C5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35C5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684166667,0,0,0,0,0,0,0,0,0,0.091222222
F35C8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35C8.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35C8.2,0,5.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.987,0,0,0
F35C8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35C8.8,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143636364,2.205,0,0,0.08,0,0,0.164555556
F35C8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35D11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35D11.3,15.996,6.768,15.212,18.584,13.382,6.104,25.062,0.332,6.248,29.964,2.804,0.5425,101.042,0.054,0.076,0.551,0.195,58.16,18.74583333,0,3.05,0,0,7.303333333,15.996,10.99,15.783,18.07102564,10.52088889
F35D11.4,51.176,6.708,35.766,4.884,24.744,41.268,28.488,0.766,4.93,21.746,73.864,86.93,15.65,37.724,1.544,55.3,0.733333333,11.55727273,81.46916667,22.67833333,0,2.54,0,0.261666667,51.176,21.237,24.846,28.94461538,21.869
F35D11.5,100.042,29.53,104.03,36.978,37.174,38.702,87.652,8.776,30.538,23.904,4.736,96.6025,4.816,11.246,150.666,3.904,1.074166667,7.261818182,1.164166667,24.28916667,1.029,15.16272727,75.07,19.65833333,100.042,66.78,50.1265,39.99538462,13.14111111
F35D2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35D2.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35D2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35D2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35D2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35D2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35D2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808974359,0
F35D2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35D2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0.011444444
F35D2.2,2.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268333333,0,0,0,0,0,2.102,0,0,0,0.035777778
F35D2.3,26.682,17.072,1.73,4.182,22.406,4.982,1.698,7.12,0.276,11.546,120.114,0,0,10.358,0,0,0.035,0,79.18,8.02,0,10.28636364,0.718333333,0,26.682,9.401,8.317,19.15564103,12.93644444
F35D2.4,0.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483,0,0,0,0.646,0,0,0,0.053666667
F35D2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35D2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35D2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51,0,0,0,0,0,0,0,0,0,0,0,0,0.612222222
F35D2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35E12.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35E12.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.96545455,0,0,0,0,0,0,3.295777778
F35E12.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.212727273,0,0,0,0,0,0,0.270444444
F35E12.2,0,0,0,0,0,0,0.268,50.154,9.198,0,0,0,0.25,0,0,0,0,3.523636364,0,0,0.467,72.07545455,0,0,0,0,0.067,7.641282051,9.291777778
F35E12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35E12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35E12.6,0,0,0,0,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185,0,0
F35E12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35E12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35E2.1,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0
F35E2.10,0,0,0,0,11.204,0,0,0,0,0,0,0,0,0,0,0,0.611666667,0,0,0,0,0.194545455,0,0,0,0,2.801,0,0.105333333
F35E2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35E2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35E2.2,12.644,3.214,0,0.06,3.07,0,0,0,0,2.02,0,0,0,0,0.178,0,0,45.81454545,0,0,33.976,0.415454545,0,0.181666667,12.644,1.607,0.7825,0.281794872,9.437555556
F35E2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35E2.5,0,0.072,0,0,1.158,23.966,0,0.558,16.888,3.722,0,2.345,1.02,0,0,0.697,37.37416667,4.133636364,12.63083333,14.985,2.46,26.58909091,0,0,0,0.036,6.281,3.085128205,12.77111111
F35E2.7,0,0,0,0,0,0,0,0,0,0,1.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175384615,0
F35E2.8,0,9.732,0,0,0.128,0,0,0.236,34.198,26.628,0,40.2525,0,0,0,48.407,17.83083333,77.62181818,90.7525,190.1491667,205.868,4.014545455,2.86,0.346666667,0,4.866,0.032,11.95692308,78.27533333
F35E2.9,0.352,0.038,0,0,0,8.164,0,10.176,13.994,0,0,0,4.024,0,0,26.427,0.058333333,0,0.081666667,36.07583333,62.605,1.485454545,0,0,0.352,0.019,2.041,3.614615385,14.90277778
F35E8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35E8.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35E8.13,0.16,0.188,0,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0.053636364,0,0,0,0,0,0,0.16,0.094,0.063,0,0.006555556
F35E8.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35E8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35E8.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35E8.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35E8.2,0,0,0,0,0,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011025641,0
F35E8.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35E8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35E8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35E8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35E8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068333333,0,0,0,0,0,0,0,0,0,0.009111111
F35F10.1,2.99,0,4.494,0,3.602,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,2.247,0.9855,0,0
F35F10.10,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005641026,0
F35F10.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35F10.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35F10.4,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0.848,0,0,0,0.330833333,0,0,0,0,0,0,0,0.006923077,0.138333333
F35F10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0.028111111
F35F10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35F10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F35F11.1,63.258,118.554,73.552,69.898,110.202,80.538,74.904,128.166,99.698,128.776,97.892,170.2,55.806,76.304,44.71,195.312,157.9458333,159.0054545,100.5958333,265.7225,149.173,171.6727273,32.66333333,27.40833333,63.258,96.053,83.8855,98.39897436,152.599
F35F11.2,0,0,0,0,0,0,0,0,0,0,15.954,0.1875,0,0,0,0,0,0,0,0,35.075,0,0,0,0,0,0,2.064615385,3.897222222
F35F11.3,0.084,0.104,0,0,0,0,0,68.256,0,0.088,0,0,0,0,0,0.227,0,24.16,0,0,25.422,0.077272727,0,0.188333333,0.084,0.052,0,8.762051282,5.824777778
F35G12.11,268.834,185.106,183.74,303.916,294.666,236.348,199.698,326.892,406.062,303.456,417.318,170.6875,316.376,273.49,413.982,207.362,273.9466667,262.1309091,338.5616667,250.8341667,255.582,297.9781818,3.531666667,42.555,268.834,184.423,258.657,332.5802564,238.0807778
